area_type,availability,location,society,total_sqft,bath,balcony,price,Month_of_Availability
Super built-up  Area,Ready To Move,Gulimangala,In society,1690.0,3,3,50.0,0
Plot  Area,Ready To Move,Nagashetty Halli,Not in society,1386.0,3,2,93.0,0
Super built-up  Area,Ready To Move,Devasandra Extension,Not in society,1090.0,2,2,32.0,0
Super built-up  Area,Ready To Move,Whitefield,Not in society,1390.0,2,1,72.0,0
Built-up  Area,Ready To Move,Sector 2 HSR Layout,In society,1095.0,2,1,85.41,0
Super built-up  Area,Not Ready To Move,Kengeri,In society,416.0,1,1,17.19,12
Super built-up  Area,Ready To Move,Channasandra Layout,Not in society,2400.0,2,3,50.0,0
Built-up  Area,Ready To Move,Yelahanka,In society,1350.0,2,3,85.0,0
Built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1453.0,2,2,73.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1226.0,2,1,65.0,0
Plot  Area,Ready To Move,Kasturi Nagar,Not in society,784.0,2,2,165.0,0
Super built-up  Area,Ready To Move,Hegde Nagar,In society,1168.0,2,1,68.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta,In society,1776.0,3,2,124.0,12
Built-up  Area,Ready To Move,Whitefield,In society,1634.0,3,2,68.0,0
Plot  Area,Ready To Move,Hormavu,Not in society,860.0,2,0,56.0,0
Plot  Area,Ready To Move,Kamala Nagar,Not in society,2800.0,3,1,400.0,0
Super built-up  Area,Ready To Move,Nagasandra,Not in society,1650.0,3,2,95.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1190.0,2,1,70.0,0
Super built-up  Area,Not Ready To Move,JP Nagar,In society,1133.0,2,1,33.99,8
Super built-up  Area,Ready To Move,Suraksha Nagar,In society,1559.0,3,2,62.0,0
Plot  Area,Ready To Move,Horamavu Banaswadi,Not in society,1448.0,4,0,118.0,0
Super built-up  Area,Ready To Move,Sathya Sai Layout,In society,6652.0,6,1,510.0,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,In society,976.0,2,1,50.0,0
Plot  Area,Ready To Move,Bank Of Baroda Colony,Not in society,1350.0,4,3,240.0,0
Super built-up  Area,Ready To Move,Yelahanka,Not in society,1590.0,2,2,54.0,0
Super built-up  Area,Not Ready To Move,Binny Pete,In society,2940.0,6,2,201.0,12
Built-up  Area,Ready To Move,Yelahanka,In society,1633.0,3,2,110.0,0
Super built-up  Area,Not Ready To Move,Ramagondanahalli,In society,1151.0,2,2,46.0,8
Super built-up  Area,Ready To Move,Kereguddadahalli,In society,1400.0,2,2,42.0,0
Super built-up  Area,Not Ready To Move,Uttarahalli,In society,1037.0,2,1,36.0,4
Super built-up  Area,Ready To Move,Thanisandra,In society,1188.0,2,1,36.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,In society,1060.0,2,1,52.0,0
Super built-up  Area,Ready To Move,Thigalarapalya,In society,2215.0,4,2,162.0,0
Super built-up  Area,Ready To Move,Hennur,Not in society,1255.0,2,2,54.5,0
Plot  Area,Ready To Move,Ganesha Block,Not in society,2500.0,2,1,300.0,0
Super built-up  Area,Not Ready To Move,Harlur,In society,2569.0,5,3,180.0,4
Super built-up  Area,Not Ready To Move,ITPL,Not in society,900.0,2,1,27.0,12
Super built-up  Area,Not Ready To Move,Kudlu Gate,In society,1183.0,2,1,79.54,8
Super built-up  Area,Ready To Move,HSR Layout,In society,1100.0,2,2,44.0,0
Super built-up  Area,Ready To Move,GM Palaya,Not in society,1643.0,2,2,70.0,0
Super built-up  Area,Ready To Move,Banagiri Nagar,Not in society,1500.0,2,2,120.0,0
Super built-up  Area,Ready To Move,Jakkur,In society,1291.0,2,1,75.0,0
Plot  Area,Not Ready To Move,Hennur,Not in society,1150.0,3,2,80.0,10
Super built-up  Area,Ready To Move,Electronic City,In society,1060.0,2,1,55.0,0
Plot  Area,Ready To Move,BHEL Layout,Not in society,1200.0,4,1,160.0,0
Built-up  Area,Ready To Move,Byrathi Village,Not in society,1700.0,3,2,55.0,0
Super built-up  Area,Ready To Move,Mahadevpura,In society,1236.0,2,1,58.0,0
Built-up  Area,Ready To Move,Ramamurthy Nagar,Not in society,1350.0,2,2,39.0,0
Built-up  Area,Ready To Move,Pai Layout,Not in society,3800.0,6,2,175.0,0
Built-up  Area,Ready To Move,Haralur Road,In society,4694.0,5,2,375.0,0
Built-up  Area,Not Ready To Move,Electronic City,Not in society,1200.0,2,1,34.66,12
Plot  Area,Ready To Move,Hulimavu,Not in society,1200.0,4,1,75.0,0
Built-up  Area,Ready To Move,Harlur,Not in society,1225.0,2,2,56.0,0
Super built-up  Area,Not Ready To Move,Thanisandra,In society,1056.0,2,1,75.0,4
Super built-up  Area,Not Ready To Move,9th Phase JP Nagar,Not in society,1240.0,2,2,42.85,6
Super built-up  Area,Not Ready To Move,Banashankari,Not in society,1200.0,3,2,74.52,10
Super built-up  Area,Not Ready To Move,Kudlu Gate,In society,1850.0,3,2,110.0,12
Super built-up  Area,Ready To Move,Amblipura,In society,3150.0,4,3,180.0,0
Built-up  Area,Ready To Move,Naganathapura,Not in society,1200.0,1,0,39.82,0
Plot  Area,Ready To Move,Dodda Banaswadi,Not in society,1018.0,4,1,150.0,0
Built-up  Area,Ready To Move,Konena Agrahara,Not in society,3520.0,6,1,460.0,0
Super built-up  Area,Ready To Move,Jigani,In society,918.0,2,2,56.0,0
Super built-up  Area,Ready To Move,GD Layout,Not in society,1330.0,2,2,68.0,0
Built-up  Area,Ready To Move,Munnekollal,In society,1540.0,2,3,70.0,0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,In society,1200.0,2,2,80.0,0
Super built-up  Area,Not Ready To Move,Sunkan palya,Not in society,927.0,2,2,37.0,12
Built-up  Area,Not Ready To Move,Sarjapur,In society,2585.5,4,0,115.0,6
Super built-up  Area,Ready To Move,CV Raman Nagar,Not in society,1400.0,2,2,78.0,0
Built-up  Area,Ready To Move,1st Phase JP Nagar,Not in society,1900.0,3,1,400.0,0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,In society,1510.0,2,3,80.0,0
Super built-up  Area,Ready To Move,Malleshwaram,Not in society,302.0,2,1,25.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,525.0,2,2,27.0,12
Plot  Area,Not Ready To Move,ITPL,Not in society,1500.0,3,1,61.52,8
Super built-up  Area,Not Ready To Move,Yelahanka,In society,827.5,1,0,42.535,12
Super built-up  Area,Ready To Move,Vidyaranyapura,Not in society,1100.0,2,2,72.0,0
Built-up  Area,Ready To Move,Sunkadakatte,Not in society,1200.0,3,1,68.0,0
Carpet  Area,Not Ready To Move,Hormavu,In society,2282.0,4,0,115.0,6
Built-up  Area,Ready To Move,Jayanti Nagar,Not in society,760.0,2,1,37.49,0
Plot  Area,Ready To Move,Sarjapur,In society,2172.0,3,0,100.0,0
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,In society,3800.0,6,2,390.0,0
Plot  Area,Ready To Move,Kumaraswami Layout,In society,600.0,2,1,72.0,0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,Not in society,3300.0,3,2,165.0,0
Super built-up  Area,Not Ready To Move,Thubarahalli,Not in society,1242.0,3,1,51.0,3
Plot  Area,Ready To Move,Moodalapalya,Not in society,410.0,1,1,48.0,0
Super built-up  Area,Ready To Move,Uttarahalli,In society,1245.0,2,2,43.58,0
Built-up  Area,Ready To Move,Kadugodi,Not in society,1088.0,2,2,44.0,0
Built-up  Area,Ready To Move,Sahakara Nagar,In society,1200.0,2,0,46.0,0
Plot  Area,Ready To Move,TC Palaya,Not in society,1995.0,3,1,100.0,0
Super built-up  Area,Ready To Move,Haralur Road,Not in society,1309.0,2,1,82.0,0
Super built-up  Area,Ready To Move,BTM 1st Stage,Not in society,1717.0,3,2,200.0,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,In society,2100.0,3,2,200.0,0
Plot  Area,Ready To Move,Gayathri Nagar,Not in society,880.0,1,0,90.0,0
Plot  Area,Ready To Move,Abbigere,Not in society,1200.0,6,1,95.0,0
Super built-up  Area,Not Ready To Move,Maruthi Nagar,Not in society,1250.0,3,2,42.0,8
Super built-up  Area,Ready To Move,Hebbal,In society,3520.0,5,2,240.0,0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,In society,1041.0,2,2,54.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1505.0,2,2,60.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta,In society,1776.0,3,2,150.0,7
Super built-up  Area,Ready To Move,Bellandur,In society,1767.0,3,2,89.0,0
Super built-up  Area,Ready To Move,Kengeri,Not in society,1320.0,2,1,50.0,0
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,In society,1280.0,2,2,68.48,0
Super built-up  Area,Not Ready To Move,Thanisandra,In society,1245.0,2,1,83.05,3
Super built-up  Area,Ready To Move,Haralur Road,Not in society,1027.0,1,2,44.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,1100.0,3,2,58.0,12
Plot  Area,Ready To Move,Medahalli,Not in society,1065.0,3,1,72.0,0
Super built-up  Area,Not Ready To Move,Kannamangala,In society,1814.0,3,1,129.0,12
Super built-up  Area,Ready To Move,Ramagondanahalli,In society,1610.0,2,1,112.0,0
Built-up  Area,Ready To Move,Kumaraswami Layout,Not in society,850.0,1,1,78.0,0
Super built-up  Area,Not Ready To Move,Kasavanhalli,In society,1600.0,3,3,79.0,7
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,Not in society,3200.0,4,2,140.0,0
Built-up  Area,Ready To Move,Canara Bank Colony,Not in society,1250.0,2,1,77.13,0
Super built-up  Area,Ready To Move,Ittamadu,In society,1475.0,3,3,75.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1353.0,2,3,75.0,0
Carpet  Area,Ready To Move,Maruthi Sevanagar,Not in society,2100.0,3,0,210.0,0
Super built-up  Area,Not Ready To Move,Electronics City Phase 1,Not in society,1750.0,3,2,58.0,8
Plot  Area,Ready To Move,Whitefield,In society,4800.0,4,3,550.0,0
Built-up  Area,Ready To Move,Sahakara Nagar,In society,1270.0,2,1,96.0,0
Built-up  Area,Ready To Move,Battarahalli,Not in society,2700.0,3,0,75.0,0
Plot  Area,Ready To Move,8th Phase JP Nagar,Not in society,1200.0,4,2,270.0,0
Built-up  Area,Not Ready To Move,Thanisandra,In society,2695.0,4,3,188.0,5
Super built-up  Area,Ready To Move,Hessarghatta,In society,1330.0,3,2,65.0,0
Built-up  Area,Ready To Move,Electronic City,Not in society,660.0,1,0,18.0,0
Super built-up  Area,Ready To Move,BTM 2nd Stage,In society,1400.0,2,3,90.0,0
Built-up  Area,Ready To Move,Gubbalala,Not in society,4000.0,5,1,195.0,0
Super built-up  Area,Ready To Move,Kanakpura Road,In society,1700.0,3,2,75.0,0
Built-up  Area,Ready To Move,Kasavanhalli,In society,1585.0,2,2,90.0,0
Super built-up  Area,Ready To Move,Kothanur,Not in society,1385.0,3,3,67.0,0
Super built-up  Area,Not Ready To Move,Electronic City,In society,1128.0,2,1,67.0,7
Plot  Area,Not Ready To Move,Whitefield,In society,60.0,4,2,218.0,10
Plot  Area,Not Ready To Move,1Kasavanhalli,In society,1200.0,18,2,200.0,4
Super built-up  Area,Ready To Move,HSR Layout,In society,1203.0,2,2,60.0,0
Super built-up  Area,Ready To Move,Mallasandra,In society,905.0,2,1,35.0,0
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1450.0,3,2,79.0,3
Super built-up  Area,Ready To Move,Varthur,In society,1105.0,2,3,38.0,0
Plot  Area,Not Ready To Move,Channasandra,Not in society,1200.0,2,1,46.13,4
Super built-up  Area,Ready To Move,Jalahalli,In society,1530.0,2,3,89.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1105.0,2,1,35.4,0
Super built-up  Area,Not Ready To Move,Dasarahalli,In society,1333.0,2,1,78.56,7
Built-up  Area,Not Ready To Move,Hongasandra,Not in society,1065.0,2,2,45.0,9
Plot  Area,Ready To Move,Hosur Road,In society,1350.0,2,2,8.44,0
Super built-up  Area,Not Ready To Move,Old Madras Road,In society,1530.0,3,2,76.34,12
Plot  Area,Ready To Move,Margondanahalli,Not in society,1200.0,2,1,65.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1270.0,2,1,94.0,0
Super built-up  Area,Ready To Move,Bellandur,In society,1830.0,3,3,89.0,0
Super built-up  Area,Ready To Move,Chandapura,Not in society,900.0,2,3,35.0,0
Plot  Area,Ready To Move,Attibele,In society,2400.0,2,2,250.0,0
Plot  Area,Ready To Move,Varsova Layout,Not in society,7000.0,6,2,560.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1450.0,2,2,78.0,0
Super built-up  Area,Ready To Move,J C Nagar,Not in society,1525.0,3,3,65.0,0
Built-up  Area,Ready To Move,Mahalakshmi Layout,Not in society,1080.0,2,1,67.0,0
Built-up  Area,Ready To Move,Bagalur Main Road,Not in society,1220.0,2,2,72.0,0
Super built-up  Area,Ready To Move,Bommanahalli,In society,1355.0,2,0,73.17,0
Plot  Area,Ready To Move,R.T. Nagar,Not in society,2400.0,3,0,348.0,0
Super built-up  Area,Ready To Move,Govindapura,Not in society,1500.0,2,2,60.0,0
Built-up  Area,Ready To Move,Koramangala,Not in society,1355.0,2,2,95.0,0
Built-up  Area,Not Ready To Move,Electronic City,In society,1070.0,2,1,57.0,7
Super built-up  Area,Ready To Move,CV Raman Nagar,In society,1980.0,4,1,180.0,0
Super built-up  Area,Ready To Move,Bommasandra,In society,842.0,2,2,30.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,700.0,1,1,31.2,0
Built-up  Area,Ready To Move,Doddakammanahalli,Not in society,2500.0,4,2,65.0,0
Built-up  Area,Ready To Move,"Kanakapura Road, ",Not in society,1884.0,3,2,95.0,0
Built-up  Area,Ready To Move,Dena Bank Colony,In society,1100.0,2,2,75.0,0
Plot  Area,Ready To Move,Basavanapura,Not in society,1200.0,8,2,145.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1185.0,2,2,43.5,0
Super built-up  Area,Ready To Move,Varthur,Not in society,2145.0,3,2,170.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1220.0,2,1,89.0,0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,In society,1192.0,2,3,75.0,0
Super built-up  Area,Ready To Move,Marathahalli,In society,1449.0,3,2,110.0,0
Plot  Area,Ready To Move,Ardendale,In society,2500.0,3,1,250.0,0
Built-up  Area,Ready To Move,Electronic City,In society,1700.0,3,2,90.0,0
Super built-up  Area,Not Ready To Move,Hebbal,In society,1920.0,3,2,150.0,8
Plot  Area,Ready To Move,BTM 4th Stage,Not in society,1350.0,2,0,90.0,0
Plot  Area,Ready To Move,Devanahalli Int. Airport,Not in society,4800.0,5,2,350.0,0
Built-up  Area,Ready To Move,"Sarjapur Road, ",Not in society,1700.0,3,2,74.0,0
Super built-up  Area,Not Ready To Move,Hoodi,In society,1447.0,3,2,76.0,12
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,1329.0,2,1,107.0,7
Built-up  Area,Ready To Move,Sarjapur  Road,In society,1314.0,2,2,70.44,0
Plot  Area,Ready To Move,Hal old airport road,Not in society,1200.0,3,2,110.0,0
Plot  Area,Ready To Move,Basavangudi,Not in society,1214.0,3,0,220.0,0
Super built-up  Area,Not Ready To Move,Hosa Road,In society,1513.0,3,1,103.0,3
Plot  Area,Ready To Move,arudi,Not in society,6.0,2,0,80.0,0
Super built-up  Area,Ready To Move,Vittasandra,In society,1246.0,2,1,67.5,0
Super built-up  Area,Ready To Move,Ganga Nagar,Not in society,705.0,1,1,65.0,0
Super built-up  Area,Ready To Move,Dasarahalli,In society,1220.0,2,2,62.0,0
Super built-up  Area,Ready To Move,Yelahanka New Town,Not in society,1800.0,2,1,45.0,0
Super built-up  Area,Ready To Move,Kaval Byrasandra,Not in society,1400.0,3,2,75.0,0
Super built-up  Area,Ready To Move,Kasavanhalli,In society,1245.0,2,2,80.0,0
Super built-up  Area,Ready To Move,Anantapuram,In society,1495.0,2,1,63.0,0
Plot  Area,Ready To Move,Nagavara,Not in society,2000.0,2,2,275.0,0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,In society,996.0,2,2,36.5,0
Built-up  Area,Ready To Move,Yelahanka New Town,Not in society,1000.0,2,1,44.0,0
Built-up  Area,Ready To Move,Chikka Banaswadi,In society,1250.0,2,3,75.0,0
Super built-up  Area,Ready To Move,Thanisandra,In society,1261.0,2,1,80.0,0
Built-up  Area,Ready To Move,Electronics City Phase 1,In society,1080.0,2,2,46.0,0
Super built-up  Area,Ready To Move,Akshayanagara East,In society,1230.0,2,1,50.0,0
Super built-up  Area,Not Ready To Move,Kammasandra,Not in society,982.0,2,2,25.53,3
Super built-up  Area,Not Ready To Move,Bommasandra,In society,1260.0,3,1,49.36,5
Super built-up  Area,Ready To Move,HSR Layout,In society,1590.0,2,2,135.0,0
Super built-up  Area,Ready To Move,Horamavu Agara,In society,1220.0,2,2,39.0,0
Super built-up  Area,Not Ready To Move,Electronic City Phase II,In society,1320.0,2,1,38.12,5
Super built-up  Area,Ready To Move,Green Glen Layout,In society,1750.0,3,2,105.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1436.0,2,3,62.15,0
Plot  Area,Not Ready To Move,TC Palaya,Not in society,1200.0,2,0,66.0,4
Super built-up  Area,Ready To Move,Malleshwaram,In society,1500.0,2,2,140.0,0
Super built-up  Area,Ready To Move,Varthur,In society,1560.0,3,2,90.0,0
Super built-up  Area,Not Ready To Move,Whitefield,Not in society,3758.0,3,1,300.0,1
Super built-up  Area,Ready To Move,Belatur,In society,1275.0,2,2,59.0,0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,Not in society,1040.0,2,2,36.4,0
Super built-up  Area,Ready To Move,Bellandur,In society,2400.0,3,2,115.0,0
Plot  Area,Ready To Move,Chamrajpet,Not in society,1500.0,9,3,230.0,0
Plot  Area,Not Ready To Move,Kaggalipura,In society,3150.0,5,1,212.0,5
Super built-up  Area,Ready To Move,Karuna Nagar,In society,1960.0,3,2,165.0,0
Super built-up  Area,Ready To Move,JP Nagar,In society,3200.0,5,3,309.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1195.0,2,0,53.105,0
Super built-up  Area,Ready To Move,Hosakerehalli,Not in society,4500.0,5,2,145.0,0
Plot  Area,Ready To Move,Ulsoor,Not in society,450.0,3,1,70.0,0
Plot  Area,Not Ready To Move,Sathya Sai Layout,In society,4304.0,4,2,699.0,4
Super built-up  Area,Not Ready To Move,Javarandoddi,Not in society,648.0,1,1,40.0,6
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,2100.0,3,2,130.0,0
Super built-up  Area,Not Ready To Move,Thanisandra main road,Not in society,4209.0,4,2,602.0,12
Super built-up  Area,Ready To Move,Kudlu,In society,1027.0,2,1,44.0,0
Plot  Area,Ready To Move,Whitefield,In society,1575.0,4,3,250.0,0
Super built-up  Area,Not Ready To Move,Bommasandra,In society,1365.0,3,1,52.82,5
Super built-up  Area,Ready To Move,Yelahanka New Town,In society,650.0,1,1,18.0,0
Plot  Area,Not Ready To Move,Chandapura,Not in society,1200.0,2,1,52.0,11
Super built-up  Area,Ready To Move,Cooke Town,Not in society,1100.0,2,3,90.0,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,In society,1075.0,2,1,57.0,0
Super built-up  Area,Ready To Move,Banashankari,In society,1100.0,2,1,63.0,0
Super built-up  Area,Ready To Move,Akshya Nagar,Not in society,1320.0,2,1,58.0,0
Super built-up  Area,Ready To Move,Kammasandra,In society,1500.0,3,2,65.0,0
Plot  Area,Ready To Move,Vijaypura,Not in society,1200.0,5,1,150.0,0
Plot  Area,Ready To Move,Bapuji Nagar,Not in society,1125.0,3,2,126.0,0
Super built-up  Area,Not Ready To Move,Bhoganhalli,In society,1718.0,3,2,90.2,4
Super built-up  Area,Ready To Move,Bisuvanahalli,In society,1075.0,2,1,32.0,0
Super built-up  Area,Not Ready To Move,Chennammana Kere,Not in society,1480.0,3,1,75.48,10
Super built-up  Area,Ready To Move,Austin Town,Not in society,500.0,1,1,13.0,0
Plot  Area,Ready To Move,3rd Block Banashankari,Not in society,2400.0,4,1,325.0,0
Plot  Area,Not Ready To Move,Kaikondrahalli,Not in society,1200.0,4,2,125.0,5
Super built-up  Area,Ready To Move,Kanakpura Road,Not in society,1041.0,2,1,36.44,0
Super built-up  Area,Ready To Move,Doddanekundi,Not in society,1128.0,2,2,48.4,0
Super built-up  Area,Ready To Move,Hosur Road,In society,1685.0,3,1,90.0,0
Super built-up  Area,Ready To Move,Guddadahalli,In society,1180.0,2,2,65.0,0
Built-up  Area,Ready To Move,Ejipura,In society,1200.0,2,1,60.0,0
Super built-up  Area,Not Ready To Move,Mangammanapalya,Not in society,1250.0,3,2,39.5,4
Built-up  Area,Ready To Move,Chelekare,In society,1000.0,2,1,45.0,0
Built-up  Area,Ready To Move,Yelahanka New Town,Not in society,600.0,2,2,80.0,0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,Not in society,600.0,3,2,82.0,0
Super built-up  Area,Ready To Move,Vittasandra,In society,1404.0,2,1,70.0,0
